Match Number,Federation,Series,Tournament,Location,Court,Surface,Round,Best of,Date GMT,Time GMT,Player ,Opponent,Player Rank,Opponent Rank,Player Ranking Points,Opponent Ranking Points,Result,Player Age,Player Aces,Player Double Faults,Player Serves,Player 1st Serve In,Player 1st Serve Won,Player 2nd Serve Won,Player 1st Serve Fault 
126,ATP,ATP250,Memphis Open,Memphis,Indoor,Hard,2nd Round,3,2/11/15,18:15:00,Karlovic I.,Krajicek A.,25,156,1400,325,Loss,35.94798084,32,9,93,56,48,19,0.397849462
127,ATP,ATP250,Delray Beach Open,Delray Beach,Outdoor,Hard,1st Round,3,2/17/15,01:05:00,Karlovic I.,Brown D.,29,97,1295,561,Win,35.96714579,23,6,83,53,45,18,0.361445783
128,ATP,ATP250,Delray Beach Open,Delray Beach,Outdoor,Hard,2nd Round,3,2/18/15,17:35:00,Karlovic I.,Kokkinakis T.,29,143,1295,373,Win,35.96714579,21,3,74,46,42,19,0.378378378
129,ATP,ATP250,Delray Beach Open,Delray Beach,Outdoor,Hard,Quarterfinals,3,2/21/15,01:05:00,Karlovic I.,Johnson S.,29,42,1295,1028,Win,35.96714579,17,5,67,38,32,16,0.432835821
130,ATP,ATP250,Delray Beach Open,Delray Beach,Outdoor,Hard,Semifinals,3,2/22/15,01:05:00,Karlovic I.,Mannarino A.,29,41,1295,1043,Win,35.96714579,17,2,61,38,31,13,0.37704918
131,ATP,ATP250,Delray Beach Open,Delray Beach,Outdoor,Hard,The Final,3,2/22/15,20:05:00,Karlovic I.,Young D.,29,56,1295,834,Win,35.96714579,13,6,59,35,28,13,0.406779661
132,ATP,ATP500,Abierto Mexicano,Acapulco,Outdoor,Hard,1st Round,3,2/25/15,02:15:00,Karlovic I.,Gabashvili T.,23,79,1500,640,Win,35.98631075,19,4,81,47,39,16,0.419753086
133,ATP,ATP500,Abierto Mexicano,Acapulco,Outdoor,Hard,2nd Round,3,2/26/15,01:00:00,Karlovic I.,Lajovic D.,23,78,1500,646,Win,35.98631075,18,7,67,40,36,14,0.402985075
134,ATP,ATP500,Abierto Mexicano,Acapulco,Outdoor,Hard,Quarterfinals,3,2/27/15,03:45:00,Karlovic I.,Harrison R.,23,169,1500,299,Loss,35.98631075,16,5,107,70,58,18,0.345794393
135,ATP,Masters 1000,BNP Paribas Open,Indian Wells,Outdoor,Hard,2nd Round,3,3/16/15,00:15:00,Karlovic I.,Johnson S.,24,44,1500,971,Loss,36.02464066,18,1,53,36,32,10,0.320754717
136,ATP,Masters 1000,Sony Ericsson Open,Miami,Outdoor,Hard,2nd Round,3,3/28/15,18:55:00,Karlovic I.,Falla A.,22,133,1485,425,Loss,36.06297057,4,3,53,29,24,10,0.452830189
137,ATP,ATP250,BRD Nastase Tiriac Trophy,Bucharest,Outdoor,Clay,2nd Round,3,4/22/15,14:50:00,Karlovic I.,Coric B.,22,55,1470,857,Win,36.13963039,12,2,68,53,47,6,0.220588235
138,ATP,ATP250,BRD Nastase Tiriac Trophy,Bucharest,Outdoor,Clay,Quarterfinals,3,4/24/15,10:05:00,Karlovic I.,Vesely J.,22,46,1470,978,Loss,36.13963039,11,2,54,34,28,9,0.37037037
139,ATP,Masters 1000,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/5/15,18:30:00,Karlovic I.,Gasquet R.,25,23,1470,1535,Loss,36.1779603,9,3,46,31,22,8,0.326086957
140,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,5,5/24/15,11:25:00,Karlovic I.,Baghdatis M.,25,59,1330,832,Loss,36.23545517,21,11,112,67,51,23,0.401785714
141,ATP,ATP250,Topshelf Open,'s-Hertogenbosch,Outdoor,Grass,2nd Round,3,6/10/15,14:35:00,Karlovic I.,Ito T.,27,106,1250,495,Win,36.27378508,25,1,69,51,45,12,0.260869565
142,ATP,ATP250,Topshelf Open,'s-Hertogenbosch,Outdoor,Grass,Quarterfinals,3,6/12/15,11:40:00,Karlovic I.,Haase R.,27,83,1250,611,Loss,36.27378508,24,4,94,53,44,30,0.436170213
143,ATP,ATP500,Gerry Weber Open,Halle,Outdoor,Grass,1st Round,3,6/16/15,11:05:00,Karlovic I.,Giraldo S.,27,62,1250,790,Win,36.29295003,28,1,89,63,50,17,0.292134831
144,ATP,ATP500,Gerry Weber Open,Halle,Outdoor,Grass,2nd Round,3,6/17/15,12:50:00,Karlovic I.,Zverev A.,27,81,1250,624,Win,36.29295003,21,3,82,56,49,16,0.317073171
145,ATP,ATP500,Gerry Weber Open,Halle,Outdoor,Grass,Quarterfinals,3,6/19/15,11:05:00,Karlovic I.,Berdych T.,27,6,1250,5050,Win,36.29295003,45,3,103,73,66,15,0.291262136
146,ATP,ATP500,Gerry Weber Open,Halle,Outdoor,Grass,Semifinals,3,6/20/15,12:05:00,Karlovic I.,Federer R.,27,2,1250,9165,Loss,36.29295003,20,1,71,48,39,16,0.323943662
147,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,5,6/30/15,11:35:00,Karlovic I.,Ymer E.,25,133,1385,417,Win,36.33127995,42,8,124,76,70,26,0.387096774
148,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,2nd Round,5,7/2/15,17:20:00,Karlovic I.,Dolgopolov O.,25,70,1385,740,Win,36.33127995,53,4,169,122,106,27,0.278106509
149,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,3rd Round,5,7/4/15,14:15:00,Karlovic I.,Tsonga J.W.,25,12,1385,2565,Win,36.33127995,41,5,131,99,89,21,0.244274809
150,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,4th Round,5,7/6/15,14:40:00,Karlovic I.,Murray A.,25,3,1385,7450,Loss,36.33127995,29,4,140,97,74,21,0.307142857
151,ATP,ATP250,Hall of Fame Championships,Newport,Outdoor,Grass,1st Round,3,7/13/15,19:45:00,Karlovic I.,Marchenko I.,24,105,1450,499,Win,36.36960986,11,2,94,51,44,33,0.457446809
152,ATP,ATP250,Hall of Fame Championships,Newport,Outdoor,Grass,2nd Round,3,7/15/15,22:00:00,Karlovic I.,Jaziri M.,24,85,1450,594,Win,36.36960986,29,6,71,49,46,9,0.309859155
153,ATP,ATP250,Hall of Fame Championships,Newport,Outdoor,Grass,Quarterfinals,3,7/17/15,18:05:00,Karlovic I.,Brown D.,24,80,1450,614,Win,36.36960986,23,2,63,43,38,12,0.317460317
154,ATP,ATP250,Hall of Fame Championships,Newport,Outdoor,Grass,Semifinals,3,7/18/15,21:05:00,Karlovic I.,Sock J.,24,39,1450,1090,Win,36.36960986,14,2,61,37,33,15,0.393442623
155,ATP,ATP250,Hall of Fame Championships,Newport,Outdoor,Grass,The Final,3,7/19/15,19:05:00,Karlovic I.,Ram R.,24,161,1450,320,Loss,36.36960986,19,4,108,73,63,20,0.324074074
156,ATP,ATP250,Claro Open Colombia,Bogota,Outdoor,Clay,2nd Round,3,7/23/15,21:15:00,Karlovic I.,Galan D.E.,23,607,1450,48,Win,36.38877481,28,1,78,55,47,19,0.294871795
157,ATP,ATP250,Claro Open Colombia,Bogota,Outdoor,Clay,Quarterfinals,3,7/24/15,19:55:00,Karlovic I.,Stepanek R.,23,369,1450,117,Win,36.38877481,27,4,83,57,52,13,0.313253012
158,ATP,ATP250,Claro Open Colombia,Bogota,Outdoor,Clay,Semifinals,3,7/25/15,19:05:00,Karlovic I.,Mannarino A.,23,33,1450,1150,Loss,36.38877481,17,3,71,53,46,10,0.253521127
159,ATP,ATP500,Citi Open,Washington,Outdoor,Hard,2nd Round,3,8/6/15,05:10:00,Karlovic I.,Dolgopolov O.,23,73,1495,670,Loss,36.42710472,18,7,66,39,34,11,0.409090909
160,ATP,Masters 1000,Rogers Masters,Montreal,Outdoor,Hard,1st Round,3,8/10/15,20:05:00,Karlovic I.,Janowicz J.,23,47,1495,930,Win,36.44626968,18,2,58,38,34,14,0.344827586
161,ATP,Masters 1000,Rogers Masters,Montreal,Outdoor,Hard,2nd Round,3,8/12/15,01:20:00,Karlovic I.,Raonic M.,23,10,1495,3275,Win,36.44626968,23,3,68,51,46,9,0.25
162,ATP,Masters 1000,Rogers Masters,Montreal,Outdoor,Hard,3rd Round,3,8/13/15,17:35:00,Karlovic I.,Chardy J.,23,49,1495,925,Loss,36.44626968,18,2,97,51,41,25,0.474226804
163,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,1st Round,3,8/17/15,16:05:00,Karlovic I.,Simon G.,21,11,1575,2765,Win,36.46543463,35,6,110,79,64,12,0.281818182
164,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2nd Round,3,8/19/15,01:40:00,Karlovic I.,Klizan M.,21,39,1575,1100,Win,36.46543463,14,3,60,40,35,13,0.333333333
165,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,3rd Round,3,8/20/15,16:05:00,Karlovic I.,Wawrinka S.,21,5,1575,5575,Loss,36.46543463,35,7,120,80,68,23,0.333333333
166,ATP,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,5,9/1/15,16:05:00,Karlovic I.,Delbonis F.,21,63,1620,772,Win,36.50376454,21,2,92,62,55,17,0.326086957
167,ATP,Grand Slam,US Open,New York,Outdoor,Hard,2nd Round,5,9/3/15,19:15:00,Karlovic I.,Vesely J.,21,48,1620,962,Loss,36.50376454,43,9,154,101,80,30,0.344155844
168,ATP,ATP250,Malaysian Open,Kuala Lumpur,Indoor,Hard,2nd Round,3,9/30/15,11:30:00,Karlovic I.,Basilashvili N.,18,95,1620,561,Win,36.58042437,18,2,86,57,41,20,0.337209302
169,ATP,ATP250,Malaysian Open,Kuala Lumpur,Indoor,Hard,Quarterfinals,3,10/2/15,07:20:00,Karlovic I.,Kyrgios N.,18,41,1620,1035,Loss,36.58042437,13,4,72,46,38,16,0.361111111
170,ATP,ATP500,China Open,Beijing,Outdoor,Hard,1st Round,3,10/7/15,07:35:00,Karlovic I.,Garcia-Lopez G.,18,26,1620,1430,Win,36.59958932,19,4,72,51,42,10,0.291666667
171,ATP,ATP500,China Open,Beijing,Outdoor,Hard,2nd Round,3,10/8/15,05:35:00,Karlovic I.,Cuevas P.,18,37,1620,1100,Loss,36.59958932,26,8,82,45,40,19,0.451219512
172,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,1st Round,3,10/12/15,06:40:00,Karlovic I.,Chardy J.,21,29,1575,1400,Win,36.61875428,18,2,71,47,39,12,0.338028169
173,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,2nd Round,3,10/14/15,13:00:00,Karlovic I.,Nadal R.,21,7,1575,4060,Loss,36.61875428,24,5,108,71,57,19,0.342592593
174,ATP,ATP250,Erste Bank Open,Vienna,Indoor,Hard,1st Round,3,10/19/15,17:35:00,Karlovic I.,Seppi A.,20,28,1575,1405,Win,36.63791923,17,0,64,48,43,8,0.25
175,ATP,ATP250,Erste Bank Open,Vienna,Indoor,Hard,2nd Round,3,10/21/15,20:35:00,Karlovic I.,Stakhovsky S.,20,66,1575,755,Win,36.63791923,10,1,53,36,32,12,0.320754717
176,ATP,ATP250,Erste Bank Open,Vienna,Indoor,Hard,Quarterfinals,3,10/23/15,12:05:00,Karlovic I.,Gulbis E.,20,117,1575,475,Loss,36.63791923,19,4,77,53,46,13,0.311688312
177,ATP,ATP500,Swiss Indoors,Basel,Indoor,Hard,1st Round,3,10/28/15,17:05:00,Karlovic I.,Wawrinka S.,23,4,1485,6630,Win,36.65708419,21,3,79,48,43,18,0.392405063
178,ATP,ATP500,Swiss Indoors,Basel,Indoor,Hard,2nd Round,3,10/29/15,14:40:00,Karlovic I.,Lajovic D.,23,93,1485,583,Win,36.65708419,25,2,67,44,41,14,0.343283582
179,ATP,ATP500,Swiss Indoors,Basel,Indoor,Hard,Quarterfinals,3,10/30/15,13:05:00,Karlovic I.,Gasquet R.,23,11,1485,2580,Loss,36.65708419,32,4,108,75,60,19,0.305555556
180,ATP,Masters 1000,BNP Paribas Masters,Paris,Indoor,Hard,1st Round,3,11/3/15,10:05:00,Karlovic I.,Roger-Vasselin E.,21,149,1565,385,Loss,36.67624914,29,4,116,81,57,18,0.301724138
181,ATP,ATP250,ASB Classic,Auckland,Outdoor,Hard,1st Round,3,1/11/16,05:35:00,Karlovic I.,Pospisil V.,23,39,1485,1075,Loss,36.8678987,15,4,73,41,34,17,0.438356164
182,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,5,1/18/16,00:05:00,Karlovic I.,Delbonis F.,24,53,1485,815,Loss,36.88706366,21,6,77,48,38,15,0.376623377
183,ATP,ATP250,Delray Beach Open,Delray Beach,Outdoor,Hard,1st Round,3,2/16/16,01:05:00,Karlovic I.,Smith J.P.,26,135,1450,449,Loss,36.96372348,21,11,88,41,29,25,0.534090909
184,ATP,ATP500,Abierto Mexicano,Acapulco,Outdoor,Hard,1st Round,3,2/24/16,00:05:00,Karlovic I.,Bedene A.,31,54,1245,842,Loss,36.98288843,6,3,44,22,16,12,0.5
185,ATP,Masters 1000,Monte Carlo Masters,Monte Carlo,Outdoor,Clay,1st Round,3,4/12/16,10:00:00,Karlovic I.,Sousa J.,30,34,1270,1181,Loss,37.11704312,14,7,73,48,36,10,0.342465753
186,ATP,ATP250,BRD Nastase Tiriac Trophy,Bucharest,Outdoor,Clay,2nd Round,3,4/21/16,09:35:00,Karlovic I.,Pouille L.,29,72,1270,728,Loss,37.13620808,10,3,54,36,22,9,0.333333333
187,ATP,ATP250,Istanbul Open,Istanbul,Outdoor,Clay,2nd Round,3,4/28/16,15:35:00,Karlovic I.,Lajovic D.,31,69,1235,748,Win,37.15537303,13,3,82,52,47,21,0.365853659
188,ATP,ATP250,Istanbul Open,Istanbul,Outdoor,Clay,Quarterfinals,3,4/29/16,17:00:00,Karlovic I.,Granollers M.,31,53,1235,871,Win,37.15537303,20,1,103,82,64,13,0.203883495
189,ATP,ATP250,Istanbul Open,Istanbul,Outdoor,Clay,Semifinals,3,4/30/16,14:35:00,Karlovic I.,Dimitrov G.,31,29,1235,1295,Loss,37.15537303,9,3,73,54,41,11,0.260273973
190,ATP,Masters 1000,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/3/16,13:10:00,Karlovic I.,Kudla D.,30,61,1315,794,Loss,37.17453799,30,8,120,79,67,17,0.341666667
191,ATP,Masters 1000,Internazionali BNL d'Italia,Rome,Outdoor,Clay,1st Round,3,5/9/16,16:20:00,Karlovic I.,Gulbis E.,29,84,1315,666,Loss,37.19370294,23,4,99,68,51,12,0.313131313
192,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,5,5/23/16,14:25:00,Karlovic I.,Montanes A.,28,98,1280,592,Win,37.23203285,31,3,93,60,59,19,0.35483871
193,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,2nd Round,5,5/25/16,10:05:00,Karlovic I.,Thompson J.,28,94,1280,608,Win,37.23203285,41,10,217,145,120,36,0.331797235
194,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,3rd Round,5,5/27/16,12:10:00,Karlovic I.,Murray A.,28,2,1280,8435,Loss,37.23203285,14,5,89,57,44,15,0.359550562
195,ATP,ATP250,Topshelf Open,'s-Hertogenbosch,Outdoor,Grass,2nd Round,3,6/9/16,12:40:00,Karlovic I.,Sijsling I.,28,118,1360,510,Win,37.27036277,20,2,81,57,47,14,0.296296296
196,ATP,ATP250,Topshelf Open,'s-Hertogenbosch,Outdoor,Grass,Quarterfinals,3,6/10/16,10:05:00,Karlovic I.,Mannarino A.,28,55,1360,860,Win,37.27036277,22,4,54,36,33,11,0.333333333
197,ATP,ATP250,Topshelf Open,'s-Hertogenbosch,Outdoor,Grass,Semifinals,3,6/11/16,12:35:00,Karlovic I.,Muller G.,28,44,1360,985,Loss,37.27036277,21,6,72,47,42,15,0.347222222
198,ATP,ATP500,Gerry Weber Open,Halle,Outdoor,Grass,1st Round,3,6/14/16,14:25:00,Karlovic I.,Kuznetsov An.,28,43,1405,1018,Win,37.28952772,26,2,68,46,38,15,0.323529412
199,ATP,ATP500,Gerry Weber Open,Halle,Outdoor,Grass,2nd Round,3,6/16/16,11:05:00,Karlovic I.,Kohlschreiber P.,28,25,1405,1555,Loss,37.28952772,26,6,121,84,61,20,0.305785124
200,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,5,6/27/16,11:35:00,Karlovic I.,Coric B.,32,50,1270,935,Win,37.32785763,26,0,101,65,53,30,0.356435644
201,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,2nd Round,5,6/30/16,12:05:00,Karlovic I.,Lacko L.,32,123,1270,501,Loss,37.32785763,34,7,113,83,67,17,0.265486726
202,ATP,ATP250,Hall of Fame Championships,Newport,Outdoor,Grass,2nd Round,3,7/13/16,16:05:00,Karlovic I.,Dancevic F.,38,254,1135,201,Win,37.36618754,20,7,92,53,45,21,0.423913043
203,ATP,ATP250,Hall of Fame Championships,Newport,Outdoor,Grass,Quarterfinals,3,7/15/16,16:05:00,Karlovic I.,Chiudinelli M.,38,136,1135,418,Win,37.36618754,16,4,53,38,32,9,0.283018868
204,ATP,ATP250,Hall of Fame Championships,Newport,Outdoor,Grass,Semifinals,3,7/16/16,21:05:00,Karlovic I.,Baghdatis M.,38,43,1135,1005,Win,37.36618754,17,3,76,45,38,22,0.407894737
205,ATP,ATP250,Hall of Fame Championships,Newport,Outdoor,Grass,The Final,3,7/17/16,20:05:00,Karlovic I.,Muller G.,38,39,1135,1125,Walkover Win,37.36618754,0,0,0,0,0,0,N/A
206,ATP,ATP500,Citi Open,Washington,Outdoor,Hard,2nd Round,3,7/21/16,00:00:00,Karlovic I.,Baker B.,35,437,1235,92,Win,37.3853525,19,4,57,37,33,13,0.350877193
207,ATP,ATP500,Citi Open,Washington,Outdoor,Hard,3rd Round,3,7/21/16,21:05:00,Karlovic I.,Tomic B.,35,19,1235,1850,Win,37.3853525,21,4,59,39,37,12,0.338983051
208,ATP,ATP500,Citi Open,Washington,Outdoor,Hard,Quarterfinals,3,7/22/16,18:05:00,Karlovic I.,Sock J.,35,26,1235,1495,Win,37.3853525,26,6,88,53,43,19,0.397727273
209,ATP,ATP500,Citi Open,Washington,Outdoor,Hard,Semifinals,3,7/23/16,19:05:00,Karlovic I.,Johnson S.,35,25,1235,1545,Win,37.3853525,14,5,61,35,30,16,0.426229508
210,ATP,ATP500,Citi Open,Washington,Outdoor,Hard,The Final,3,7/24/16,20:05:00,Karlovic I.,Monfils G.,35,17,1235,2030,Loss,37.3853525,28,4,105,64,54,23,0.39047619
211,ATP,Masters 1000,Rogers Masters,Toronto,Outdoor,Hard,1st Round,3,7/26/16,22:50:00,Karlovic I.,Fritz T.,27,63,1445,808,Win,37.40451745,29,7,104,66,58,23,0.365384615
212,ATP,Masters 1000,Rogers Masters,Toronto,Outdoor,Hard,2nd Round,3,7/27/16,19:35:00,Karlovic I.,Cilic M.,27,12,1445,2695,Win,37.40451745,20,3,60,41,34,14,0.316666667
213,ATP,Masters 1000,Rogers Masters,Toronto,Outdoor,Hard,3rd Round,3,7/28/16,21:00:00,Karlovic I.,Dimitrov G.,27,40,1445,1150,Loss,37.40451745,14,7,65,40,28,11,0.384615385
214,ATP,ATP250,Abierto Mexicano Mifel,Los Cabos,Outdoor,Hard,2nd Round,3,8/11/16,02:10:00,Karlovic I.,Zverev M.,24,135,1490,422,Win,37.44284736,18,4,75,52,42,14,0.306666667
215,ATP,ATP250,Abierto Mexicano Mifel,Los Cabos,Outdoor,Hard,Quarterfinals,3,8/12/16,05:35:00,Karlovic I.,Granollers M.,24,47,1490,956,Win,37.44284736,19,10,91,52,45,19,0.428571429
216,ATP,ATP250,Abierto Mexicano Mifel,Los Cabos,Outdoor,Hard,Semifinals,3,8/13/16,02:05:00,Karlovic I.,Lajovic D.,24,72,1490,728,Win,37.44284736,7,0,30,16,13,8,0.466666667
217,ATP,ATP250,Abierto Mexicano Mifel,Los Cabos,Outdoor,Hard,The Final,3,8/14/16,04:35:00,Karlovic I.,Lopez F.,24,18,1490,1835,Win,37.44284736,21,4,70,43,33,16,0.385714286
218,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,1st Round,3,8/17/16,20:55:00,Karlovic I.,Monaco J.,20,104,1650,575,Loss,37.46201232,15,3,61,40,27,11,0.344262295
219,ATP,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,5,8/30/16,21:00:00,Karlovic I.,Lu Y.H.,23,73,1570,720,Win,37.50034223,61,10,171,116,105,28,0.321637427
220,ATP,Grand Slam,US Open,New York,Outdoor,Hard,2nd Round,5,9/2/16,02:30:00,Karlovic I.,Young D.,23,56,1570,817,Win,37.50034223,24,8,121,81,63,20,0.330578512
221,ATP,Grand Slam,US Open,New York,Outdoor,Hard,3rd Round,5,9/4/16,00:50:00,Karlovic I.,Donaldson J.,23,122,1570,497,Win,37.50034223,14,5,88,48,38,28,0.454545455
222,ATP,Grand Slam,US Open,New York,Outdoor,Hard,4th Round,5,9/5/16,21:10:00,Karlovic I.,Nishikori K.,23,7,1570,4165,Loss,37.50034223,21,3,94,64,49,14,0.319148936
223,ATP,ATP500,Rakuten Japan Open Tennis Championships,Tokyo,Outdoor,Hard,1st Round,3,10/4/16,06:40:00,Karlovic I.,Delbonis F.,21,47,1705,975,Win,37.59616701,32,8,123,86,73,15,0.300813008
224,ATP,ATP500,Rakuten Japan Open Tennis Championships,Tokyo,Outdoor,Hard,2nd Round,3,10/6/16,07:20:00,Karlovic I.,Tipsarevic J.,21,173,1705,333,Win,37.59616701,24,3,82,54,43,18,0.341463415
225,ATP,ATP500,Rakuten Japan Open Tennis Championships,Tokyo,Outdoor,Hard,Quarterfinals,3,10/7/16,08:30:00,Karlovic I.,Monfils G.,21,8,1705,3545,Loss,37.59616701,9,4,74,50,40,16,0.324324324
226,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,1st Round,3,10/10/16,11:05:00,Karlovic I.,Pospisil V.,20,131,1750,456,Loss,37.61533196,14,6,62,40,37,9,0.35483871
227,ATP,ATP250,Stockholm Open,Stockholm,Indoor,Hard,2nd Round,3,10/19/16,15:00:00,Karlovic I.,Ymer M.,21,549,1715,60,Win,37.63449692,16,9,82,54,49,14,0.341463415
228,ATP,ATP250,Stockholm Open,Stockholm,Indoor,Hard,Quarterfinals,3,10/21/16,13:50:00,Karlovic I.,Del Potro J.M.,21,63,1715,770,Loss,37.63449692,12,2,47,28,19,12,0.404255319
229,ATP,ATP500,Erste Bank Open,Vienna,Indoor,Hard,1st Round,3,10/24/16,13:30:00,Karlovic I.,Johnson S.,23,31,1670,1365,Win,37.65366188,16,6,69,46,40,12,0.333333333
230,ATP,ATP500,Erste Bank Open,Vienna,Indoor,Hard,2nd Round,3,10/26/16,15:30:00,Karlovic I.,Dzumhur D.,23,92,1670,649,Win,37.65366188,33,8,105,71,55,18,0.323809524
231,ATP,ATP500,Erste Bank Open,Vienna,Indoor,Hard,Quarterfinals,3,10/28/16,12:05:00,Karlovic I.,Khachanov K.,23,63,1670,791,Win,37.65366188,29,6,112,69,60,24,0.383928571
232,ATP,ATP500,Erste Bank Open,Vienna,Indoor,Hard,Semifinals,3,10/29/16,13:05:00,Karlovic I.,Tsonga J.W.,23,15,1670,2160,Loss,37.65366188,22,12,108,59,48,24,0.453703704
233,ATP,Masters 1000,BNP Paribas Masters,Paris,Indoor,Hard,1st Round,3,11/1/16,16:00:00,Karlovic I.,Lajovic D.,20,89,1760,662,Win,37.67282683,18,5,78,37,35,28,0.525641026
234,ATP,Masters 1000,BNP Paribas Masters,Paris,Indoor,Hard,2nd Round,3,11/2/16,12:05:00,Karlovic I.,Cilic M.,20,10,1760,3100,Loss,37.67282683,10,4,73,45,32,17,0.383561644
235,ATP,ATP250,Qatar Exxon Mobil Open,Doha,Outdoor,Hard,1st Round,3,1/3/17,14:40:00,Karlovic I.,Marchenko I.,20,74,1795,705,Win,37.84531143,13,4,73,50,43,13,0.315068493
236,ATP,ATP250,Qatar Exxon Mobil Open,Doha,Outdoor,Hard,2nd Round,3,1/4/17,16:40:00,Karlovic I.,Khachanov K.,20,53,1795,863,Win,37.84531143,16,4,73,45,42,17,0.383561644
237,ATP,ATP250,Qatar Exxon Mobil Open,Doha,Outdoor,Hard,Quarterfinals,3,1/5/17,12:45:00,Karlovic I.,Verdasco F.,20,42,1795,1035,Loss,37.84531143,13,4,67,42,31,8,0.373134328
238,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,5,1/17/17,05:55:00,Karlovic I.,Zeballos H.,21,68,1795,725,Win,37.88364134,75,12,213,140,127,44,0.342723005
239,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,2nd Round,5,1/19/17,05:05:00,Karlovic I.,Whittington A.,21,194,1795,289,Win,37.88364134,19,7,92,52,44,23,0.434782609
240,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,3rd Round,5,1/21/17,01:55:00,Karlovic I.,Goffin D.,21,11,1795,2750,Loss,37.88364134,25,3,78,58,42,7,0.256410256
241,ATP,ATP250,Ecuador Open,Quito,Outdoor,Clay,2nd Round,3,2/9/17,23:35:00,Karlovic I.,Estrella Burgos V.,18,156,1875,362,Loss,37.94113621,39,3,108,79,70,20,0.268518519
242,ATP,ATP250,Memphis Open,Memphis,Indoor,Hard,2nd Round,3,2/16/17,23:20:00,Karlovic I.,Basilashvili N.,20,67,1875,714,Loss,37.96030116,9,5,58,34,25,15,0.413793103
243,ATP,ATP250,Delray Beach Open,Delray Beach,Outdoor,Hard,1st Round,3,2/21/17,19:35:00,Karlovic I.,Young D.,20,69,1875,726,Loss,37.97946612,19,8,73,43,38,16,0.410958904
244,ATP,Masters 1000,BNP Paribas Open,Indian Wells,Outdoor,Hard,2nd Round,3,3/11/17,19:05:00,Karlovic I.,Nishioka Y.,21,70,1875,726,Loss,38.01779603,12,8,54,29,22,11,0.462962963
245,ATP,Masters 1000,Sony Ericsson Open,Miami,Outdoor,Hard,2nd Round,3,3/25/17,21:20:00,Karlovic I.,Kuznetsov An.,21,68,1840,755,Win,38.05612594,9,2,69,45,36,14,0.347826087
246,ATP,Masters 1000,Sony Ericsson Open,Miami,Outdoor,Hard,3rd Round,3,3/27/17,21:10:00,Karlovic I.,Kyrgios N.,21,16,1840,2425,Loss,38.05612594,19,7,118,74,59,22,0.372881356
247,ATP,ATP250,Gazprom Hungarian Open,Budapest,Outdoor,Clay,2nd Round,3,4/26/17,13:15:00,Karlovic I.,Dzumhur D.,22,90,1795,605,Win,38.15195072,8,4,70,48,36,13,0.314285714
248,ATP,ATP250,Gazprom Hungarian Open,Budapest,Outdoor,Clay,Quarterfinals,3,4/28/17,11:05:00,Karlovic I.,Bedene A.,22,68,1795,718,Loss,38.15195072,7,1,59,41,30,7,0.305084746
249,ATP,Masters 1000,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/9/17,11:05:00,Karlovic I.,Bautista Agut R.,22,21,1830,2145,Win,38.19028063,35,6,141,97,76,28,0.312056738
250,ATP,Masters 1000,Mutua Madrid Open,Madrid,Outdoor,Clay,2nd Round,3,5/10/17,19:15:00,Karlovic I.,Dimitrov G.,22,12,1830,2820,Loss,38.19028063,11,0,55,44,31,6,0.2
251,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,5,5/28/17,13:40:00,Karlovic I.,Tsitsipas S.,24,205,1820,264,Win,38.2477755,10,3,93,63,53,19,0.322580645
252,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,2nd Round,5,5/31/17,12:00:00,Karlovic I.,Zeballos H.,24,65,1820,793,Loss,38.2477755,29,6,102,64,54,20,0.37254902
